14.296247,14.24352,11.187593,6.726453,5.274717,6.596955,6.841452,6.672148,7.534322,8.783445,11.519921,15.612435,18.034845,17.719892,16.598135,16.148126,15.932702,15.540369,16.130662,18.454365,20.769499,21.730241,22.684074,23.878688,23.330559,21.382554,20.268324,19.277434,17.259755,16.306234,17.333422,18.674384,20.633444,24.352187,27.726864,28.715169,28.69902,28.211068,25.384,21.025318,18.481333,17.221811,15.03685,14.568433,17.369329,19.109458,18.082037,17.746154,18.606649,17.462554,14.089189,10.715503,7.865359,7.069876,10.631305,15.4939,16.608876,14.678787,12.707081,10.948508,10.568103,13.49096,1
13.485673,13.978689,12.550027,9.056576,5.789744,3.537954,1.85718,1.993183,3.399726,3.462725,2.914829,3.364759,3.031117,1.296774,0.465591,0.188156,-2.276611,-5.73622,-5.878003,-2.710307,-0.709665,-1.73497,-3.976344,-6.188479,-6.979903,-4.985376,-3.046568,-4.112867,-6.141466,-6.291254,-3.91334,-0.337609,2.428324,4.201116,5.468771,6.231214,7.980778,11.791949,14.170062,12.107718,9.219937,9.04587,11.254494,16.6929,23.522579,24.841334,19.731509,14.821443,11.508088,5.982026,0.738414,0.62888,2.630104,2.415731,1.767903,3.106208,6.222189,10.895305,15.757655,16.887141,13.914726,12.293012,-1
8.419898,9.22095,8.016897,5.959351,6.874894,9.926379,11.444065,10.836177,9.951458,9.160955,7.5434,5.431071,3.281653,0.66905,-1.440077,-1.745035,-1.891663,-3.11953,-2.901215,-0.836683,-0.51271,-1.98373,-2.246033,-2.399437,-4.934406,-8.584299,-11.812136,-14.882926,-16.880706,-16.121126,-13.082907,-10.141967,-9.194295,-10.578065,-13.180205,-15.057896,-14.947913,-13.830176,-13.403568,-13.121754,-11.885327,-10.489081,-9.546957,-7.866184,-4.867363,-2.822207,-3.530142,-4.447506,-3.268887,-1.978665,-1.477173,-0.614811,-1.220796,-4.598484,-7.765061,-8.782329,-9.274862,-9.839245,-9.117178,-7.704354,-6.711755,-5.384594,-1
17.356696,16.776112,14.746118,11.901569,9.831661,9.399237,10.320926,11.078089,10.752368,9.411124,6.745375,3.756373,2.014598,0.851653,-0.665379,-1.47911,-1.07456,-0.394531,1.032635,3.591562,5.060548,3.967053,2.139723,1.02023,-0.476542,-1.642523,0.040825,3.273925,4.353831,2.831451,0.366701,-2.138933,-2.934968,-1.000419,1.146125,1.268944,0.834272,2.058176,3.827988,3.875462,3.544014,5.29287,8.948468,13.495319,16.916051,16.138002,12.577535,12.061374,15.530955,17.189911,13.995676,9.370966,6.785924,6.60805,7.84904,8.627507,8.341495,8.934707,10.830776,11.573016,9.766345,7.168761,-1
1.999559,3.082616,5.96925,6.96278,5.81415,5.550197,6.046748,6.177088,6.416741,5.56576,2.602839,0.004571,-0.379274,0.495026,1.726033,2.541197,1.226408,-2.643969,-5.896716,-5.276841,-2.401415,-0.435474,0.65008,1.503475,1.873771,2.662112,4.450607,5.390483,4.036621,1.9339,0.740888,-0.27759,-0.941106,1.134164,5.300952,8.076485,8.873999,8.825323,8.050144,7.113957,6.000005,2.906474,-2.570629,-7.342298,-8.691061,-8.400047,-8.693237,-7.99193,-5.623066,-3.807172,-2.609359,-0.032422,3.062012,4.829276,7.040869,10.807691,13.074656,11.651339,8.264167,5.898223,5.328141,6.010383,-1
9.62036,10.135628,9.316008,8.0987,8.45752,11.175272,13.83191,13.30839,11.16451,10.909426,12.678655,14.712182,15.812864,14.485993,10.874191,9.200654,11.639528,14.239332,14.033344,11.877831,8.492858,5.875927,7.507419,12.432092,15.698156,15.695038,14.995607,14.713232,13.330318,10.746584,8.95923,8.063869,7.109718,7.415904,8.689321,8.207858,6.609791,6.258278,6.642936,6.856478,7.546868,8.457382,8.833972,9.60187,11.332015,12.511748,12.2,11.243349,9.66,6.558789,3.748951,4.200154,7.156932,8.593381,6.829071,3.865767,1.280502,-0.648152,-1.848871,-3.199876,-4.668637,-4.151061,-1
4.212704,1.887226,0.554316,-2.351798,-6.201572,-8.267273,-7.895621,-5.889767,-2.964109,-0.297221,1.212705,3.190264,7.120101,10.2366,9.669448,7.672747,7.772919,9.023,8.582138,7.215642,6.630186,6.119714,6.162139,7.54809,8.717771,9.29971,10.436849,11.388597,10.408051,8.802281,9.781637,12.720233,14.936484,16.037618,15.870532,14.363088,12.845867,11.798621,10.807928,10.565113,12.305178,16.119281,20.244422,22.009367,19.948984,14.759744,9.094885,6.749789,8.507782,10.418351,9.859347,8.487162,8.248788,8.595642,8.168421,7.694136,7.79399,6.990052,6.211962,8.26527,10.787625,9.327696,-1
6.171985,5.228982,5.13425,5.472318,6.746153,10.024193,13.334912,13.988959,13.117919,13.013582,13.00019,11.494434,9.102279,7.420173,6.232931,4.486187,2.935954,2.97609,5.09727,8.591947,10.403997,8.427917,5.678037,5.188815,5.518857,4.74474,3.14578,1.70074,0.002999,-2.287017,-2.989609,-1.69503,-0.186863,2.886765,7.578926,9.778909,9.103957,8.498429,8.353245,9.075524,11.44805,13.008572,10.913711,6.176621,2.261258,1.404799,3.021558,4.500884,3.836025,1.902934,1.076259,3.035803,7.571956,11.291593,11.619353,10.813615,10.610952,10.018482,9.439039,8.966931,6.603651,2.345155,-1
-3.835738,-5.506356,-6.104433,-6.186989,-7.664731,-8.407466,-7.437105,-7.259417,-7.144694,-5.055125,-4.277026,-7.529151,-11.191096,-11.339935,-8.210886,-3.998432,-1.115414,-1.059816,-2.420902,-1.630518,2.172846,6.077109,8.606014,10.566594,10.953937,7.731845,2.548223,-0.211621,-0.240361,-0.932795,-2.179574,-2.949372,-5.354828,-7.61473,-5.038698,0.459804,4.22358,6.184511,7.232062,6.601007,5.532324,7.146789,11.233542,13.605799,12.685769,11.512512,11.542269,11.6567,11.367491,9.386796,5.516784,3.551074,4.91605,6.317545,6.991563,8.647961,10.111904,8.924807,5.011519,0.636616,-2.604437,-4.527458,-1
9.451024,8.639245,8.857722,7.609468,3.23685,-1.426703,-3.646389,-4.496938,-5.360372,-5.785108,-5.601444,-5.514631,-4.319381,-0.352822,3.202831,2.564766,-0.900941,-4.46703,-6.295933,-4.542323,0.174026,3.98001,4.603092,3.923487,2.876826,-0.035481,-2.854547,-2.363695,-0.474361,0.730696,3.013587,6.262675,7.43085,5.956242,4.364457,3.706833,3.609126,5.479255,8.965247,9.781575,6.603548,2.894774,0.73365,-0.303886,-0.091743,1.086369,1.410496,1.090833,2.435666,4.678481,5.429029,5.962986,7.581882,7.42831,4.534677,2.347492,2.092452,1.705205,1.401399,4.096337,9.031973,11.662857,1
